name,capacity,category,descriptionFr,descriptionEn,photoThumbnails,popularityScore,price,subCategories,eanCode,itemHeightRef
LANSAC BLANC 5L,12302.05,wine,Ce vin blanc envoûtant se démarque par son éclatant bouquet de fruits exquis et sa douceur raffinée. Idéal pour accompagner des poissons grillés ou des viandes blanches.,"""Lansac Blanc 5L: A crisp, vibrant white wine with zesty citrus notes and mineral undertones, perfect for pairing with grilled seafood or a fresh salad.""",https://www.tremoine.com/220-thickbox_default/terres-de-lansac-2021.jpg,0,15.9,,3760059140085,99016148
VAL DE L'OULE ROUGE EMOTION,5918.9,wine,"Val de l'Oule Rouge Emotion : Un vin expressif et riche, aux nuances subtilles de cassis et de réglisse, porté par une douceur élégante. Idéal pour accompagner des grillades ou des viandes en sauce.","A bold, flavorsome Rhône Valley red, blending Grenache and Syrah for rich spice and dark fruit notes with a touch of elegance. Pairs perfectly with roasted meats or hearty stews.",https://images.vivino.com/thumbs/013y2dsf8elbs_150x200.jpg,0,7.9,,3435600000209,99037386
COTES DE PROVENCE CŒUR ROSE,4878.72,wine,"Ce rosé envoûtant, aux nuances subtiles de rosette, révèle des arômes frais et éclatants de fruits rouges et de litchi. Alliance parfaite entre douceur et vivacité, ce vin est issu d'une assemblage raffinée de Grenache, Syrah et Cinsault. Son nez délicat se mêle à des notes minérales pour une explosion de gourmandise. Idéal pour accompagner un poisson grillé ou des fromages frais, ce Cotes de Provence Cœur Rose séduira les amateurs de douceur équilibrée et de simplicité élégante. Partagez-le avec vos proches pendant une convivialité inoubliable ou savourez-le seul, détendu, sous le soleil provençal.","Côtes de Provence Cœur Rose is a vibrant rosé, offering a refreshing blend of wild strawberries and zesty citrus notes, ideally paired with grilled shrimp for a harmonious pairing.",https://maisoncr.com/wp-content/uploads/2017/12/CR-Reserve.jpg,0,6.6,,3760057981154,99020444
LAGOY VIN ROSE 5L,19036.5,wine,"Ce rosé éclatant, aux nuances pâles et fruitées, dévoile des arômes subtils de framboise et de groseille. Idéal pour les apéritifs ou les moments de détente, il s'accorde à merveille avec des pâtés, des fruits de mer ou des fromages doux. Un vin rafraîchissant et équilibré, parfait pour partager entre amis ou comme un préjugé délicat en solo.","""A luminous Rosé with delicate berry notes and a subtle mineral edge, this wine pairs beautifully with fresh sushi or a cheeseboard featuring mild goat cheeses.""",https://domaine-lagoy.com/wp-content/uploads/2022/04/Blanc-Chapelle-300x300.png,0,25.9,,3760063300352,99051061
AOP CAB.ANJOU RS EX.CLUB 75CL,2898.7,wine,"Ce vin est une pure merveille de l'AOP Anjou, subtil et raffiné, avec des notes fruitées et épicées. Idéal pour accompagner des rôtis ou des fromages de caractère.","""AOP Cabernet d'Anjou RS exudes harmonious power and elegance, with layers of cassis, violet, and subtle sweetness. Perfect for duck or foie gras.""",https://drhmarket.fr/39484-medium_default/exp-club-aop-cabanjou-rs-exclub-75cl.jpg,0,3.9,,3250390261735,52344335
IGP ROSE ETOILE DES ALPILLES,3527.45,wine,"Ce rosé IGP Étoile des Alpilles est un vin raffiné et harmonieux, éclatant de fraîcheur avec des arômes fruités et floraux. Idéal pour accompagner des plats légers ou légèrement pimentés, son effervescence subtile vous charmera par sa longueur en bouche.","Elegant and captivating, this rosé from Provence offers crisp acidity and notes of wild berries, lavender, and a touch of minerality. Pair with grilled chicken or goat cheese for a perfect match.",https://www.vinatis.co.uk/96467-detail_default/alpilles-rose-2024-domaine-de-valdition.png,0,4.8,,3760251190161,99035796
BORDEAUX CHaTEAU MARQUIS DES B,3602.78,wine,"Ce Bordeaux du Château Marquis Des B est un vin élégant et riche, avec des arômes de cassis, de violettes et d'épices douces. Sa structure dense s'accompagne d'un équilibre subtil entre puissance et douceur, offrant une finale longue et harmonieuse. Idéal pour accompagner un boeuf bourguignon ou des plats rôtis, ce vin se déguste avec plaisir entre 16° C et 18° C.","Bordeaux's Château Marquis des B offers a bold, rich blend of dark fruit and subtle vanilla. Pair with grilled red meat or aged cheese for an unforgettable pairing.",https://wineconsigners.com/cdn/shop/products/2000marquisdeterme.jpg?v=1616650422,0,5.0,,3259354143001,99031283
COTEAUX VAROIS LES RESTANQUES,6352.25,wine,"Ce Côteaux Varois Les Restanques est une explosion de fruits exquis, avec des notes de citron et de miel. Son équilibre subtil entre douceur et acidité en fait un vin rafraîchissant et élégant, idéalement associé à des viandes grillées ou des fromages corsés.","Ruby-hued, this Côteaux Varois Les Restanques offers layers of dark cherry, spice, and herbs, paired perfectly with grilled lamb or aged cheeses.",https://images.vivino.com/labels/hnMAdBjgRHmRnSpezj1_vQ.jpg,0,8.8,,3760146023567,99013634
DOMAINE DE LAGOY BIO 2023,7098.3,wine,"Découvrez le Domaine de Lagoÿ Bio 2023 : un vin bio subtil et en harmonie avec son terroir, idéal pour des plats raffinés ou une dégustation méditative.","Discover the vibrant elegance of Domaine de Lagoy Bio 2023—a harmonious blend of crisp apple and subtle herbal notes, complemented by a touch of spice. Pair with roasted poultry or aged cheeses for a sophisticated pairing.",https://i0.wp.com/domaine-lagoy.com/wp-content/uploads/2021/09/b-blanc-classique-verre-domaine-de-lagoy-boutique.jpg,0,9.9,,3760063300024,99013439
IGP HERAULT RGE E.CLUB75CL,1450.32,wine,"Ce vin riche en arômes de fruits mûrs et épicés, avec une texture soyeuse et une longueur impressionnante, se mariera à merveille avec des viandes rouges ou des fromages affinés.","A vibrant blend of ripe fruit and subtle herbs, this IGP Herault captures the essence of southern France, pairing perfectly with grilled chicken and roasted vegetables.",https://drhmarket.fr/38800-large_default/exp-club-igp-herault-rge-eclub75cl.jpg,0,2.0,,3250390051534,52337100
COTES DU RHONE PERRIN ROUGE,6804.7,wine,"Découvrez un vin rouge intense, aux nuances subtiles et épicées, offrant une harmonie de fruits mûrs et d'une douceur exquise. Idéalement associé à des viandes rouges ou des fromages robustes pour une expérience gustative inoubliable.","Côtes du Rhône Perrin Rouge: A bold, complex blend of dark berries and spice, with a smooth, lingering finish—pairs beautifully with grilled meats or hearty stews.",https://cdn.vin.co/_clients_folder/perrin/Nature_Rouge_1651744716_retina.jpg,0,9.6,,3296180000160,99005112
IGPOC CIN.GRENACH RS R.MAZET75,2087.44,wine,"Ce vin Cinsault Grenache IGPOC RS de la cuvée R.MAZET75 ravira les amateurs avec ses arômes intenses et sa structure riche, idéalement associé à des plats comme unveau en sauce ou une charcuterie revisitée.","""A luminous Grenache Rosé from R. Mazet75, balancing vibrant fruit with crisp acidity—pairs perfectly with grilled lamb or spicy tapas.""",https://media.carrefour.fr/medias/6c2c40684dee4081bc6590d49ea15e49/p_1500x1500/03175520018686_A1C1_s03.png,0,3.0,,3175520018686,52339397
IGP OC CAB SAUV RG CX PIN 75CL,1567.77,wine,"Ce vin IGP, issu de la région Occitanie, se démarque par sa complexité et ses arômes intenses de cassis et de menthe poivrée. Alliance subtile entre puissance et élégance, il affiche des tanins doux et une structure harmonieuse. Idéal pour accompagner un filet de bœuf ou une雉e rôtie.","Elegant and inviting, this Cabernet Sauvignon reveals complex layers of blackcurrant, spice, and subtle oak. Pair with grilled lamb or a rich cheese platter for a sophisticated experience.",https://drhmarket.fr/40902-medium_default/croix-pin-igp-oc-cab-sauv-rg-cx-75cl.jpg,0,2.2,,3250390801078,52337602
VAL DE L'OULE BLANC PLAISIR,6016.4,wine,"Un vin blanc éclatant et pétillant, avec un nez minéral et fruité, la bouche harmonieuse et subtile. Idéal pour accompagner des poissons grillés ou une salade de fruits frais et fromage de chèvre.","Crisp citrus and delicate floral notes define this refreshing white wine, perfect for pairing with seafood or light meals.",https://images.vivino.com/thumbs/B85oMKEtSLGz0QoOODLU4A_150x200.jpg,0,8.9,,3435600000223,99037388
AOP PETIT CHABLIS BL EXP CLUB,7689.75,wine,"Découvrez le Petit Chablis EXP Club, un vin envoûtant par sa douceur et son équilibre, délicatement parfumé aux nuances florales et minérales. Idéal pour accompagner des poissons ou des fromages frais.","Elegant and refreshing, this AOP Petit Chablis balances subtle fruit with zesty acidity, ideal for oysters and goat cheese.",https://www.grapelive.com/wp-content/uploads/2023/11/22LavanPC.jpg,0,11.4,,3250392362898,17468346
IGP OC GRIS DES LAUNES,2807.3,wine,"Découvrez ce vin rosé subtil, fruit des vignerons passionnés des Launes. Avec ses notes fruitées et花卉, il se marie parfaitement aux poissons grillés ou fromages frais.","Elegant and mineral-driven, this IGP OC Gris des Launes balances crisp pear notes with a touch of honey, complementing light cheeses beautifully.",http://www.thefrenchcornerwines.com/wp-content/uploads/2020/05/Pot-de-Vin-rose.jpg,0,4.2,,3392120003533,99002256
COTES DU RHONE RGE GUIGAL,6528.27,wine,"Ce vin incarne l'élégance et la complexité, avec des arômes d'éclat violette, de fruits noirs mûrs et des nuances épicées. Son texture veloutée et sa structure minérale en font un compagnon idéal pour les charcuteries ou les viandes rouges. Accordez-le à une volaille rôtie ou des poissons grillés pour un mariage subtil et raffiné.","Elegant blend of dark berries and spice, with velvety tannins and a touch of herbs, pairing perfectly with grilled meats or hearty stews.",https://winesonline.com.sg/cdn/shop/products/E-Guigal-Cotes-du-Rhone-Rouge_1600x.jpg?v=1567498105,0,9.8,,3536650501002,17376801
VAL DE L'OULE ROSE DESIR,6287.36,wine,"Le Rosé Desire, un vin éclatant et fruité avec des notes subtiles de pêche et de romarin. Idéal pour accompagner une grillade ou des fromages frais.","""A vibrant rosé with hints of summer fruits and a refreshing mineral edge, pairs beautifully with light appetizers or grilled fish.""",https://images.vivino.com/thumbs/XEA9AxXSRPCXC5Hw-tvvsw_375x500.jpg,0,9.6,,3435600000032,99088812
IGP OC MERLOT RSE XPIN 75CL,1680.01,wine,"Ce vin élégant aux nuances de fruits rouges et noires, subtil et équilibré. Idéal pour accompagner des viandes grillées ou une quiche au chèvre.","Elegant and robust, this Merlot offers rich dark fruit aromas and smooth tannins. Perfectly paired with grilled lamb or dark chocolate for a sophisticated pairing.",https://media.carrefour.fr/medias/c09cc82580b24b95ba70c49c24b0cd4f/p_1500x1500/03175520018655_A1C1_s02.png,0,2.6,,3250392336707,17410880
IGP OC SAUVIGNON BL CX PIN 75,1585.61,wine,"Ce Sauvignon Blanc IGP OC délice à la fois frais et pétillant, avec des notes de citron vert et de pomme verte, se marie parfaitement avec des scallops grillés ou un fromage de chèvre.","A crisp, zesty Sauvignon Blanc from IGP OC, offering vibrant citrus notes and subtle herbal hints, pairs wonderfully with light appetizers or seafood.",https://ruedefrance.com.br/wp-content/uploads/2023/05/IGP-OC-SAUVIGNON-BL-CX-PIN-75-1.jpg,0,2.5,,3250390800996,52338202
AOP CHABLIS BLC EXPERT CLUB 75,8185.16,wine,Ce Chablis AOP captive par sa minéralité raffinée et son équilibre subtil. Un compagnon idéal pour des huîtres ou des poissons richement parfumés.,"AOP Chablis BLC Expert Club 75: A refined white wine from Burgundy, offering crisp acidity, delicate floral notes, and subtle mineral undertones. Pairs wonderfully with scallops or a Camembert cheese. Each sip reveals the essence of Burgundy's terroir.",https://www.zounko.com/products/3250391594993-expert-club-aop-chablis-blanc-expert-club.jpg,0,13.2,,3250391594993,17058346
AOP CTE RHONE RGE TRADITION 75,1704.0,wine,"Ce vin AOP Rhône Tradition 75 est un éclat de puissance et d'élégance, avec des arômes complexes de fruits noirs et de nuances épicées. Idéal pour accompagner une cuisson roasted ou un plateau de fromages robustes.","This AOP CTE Rhône RGE Tradition 75 offers rich, elegant notes of dark fruits and spices, complemented by subtle tannins and a harmonious balance. Pair with grilled meats or hearty stews for a pairing that enhances the wine's depth and complexity.",https://media.cdnws.com/_i/370796/556/3089/56/aop-cotes-du-rhone-rouge-cuvee-tradition-2022-75-cl-medaille-or-concours-des-vins-a-orange-2023.png,0,2.8,,3410280017815,52341015
MAS GOURGONNIER ROSE TRADITION,5631.09,wine,"Ce MAS GOURGONNIER ROSE TRADITION est un vin subtil et équilibré, offrant une délicate fraîcheur et une complexité aromatique avec des notes de fruits rouges et des nuances florales. Idéal pour accomagner des viandes grillées ou une salade provencale rafraîchissante.","Elevate your palette with MAS GOURGONNIER ROSE TRADITION—a delicate blend of fresh strawberries and subtle mineral nuances, perfectly balanced with crisp acidity. Pair with grilled chicken or light salad for an unforgettable experience.",https://produits.bienmanger.com/30947-0w0h0_Mas_Gourgonnier_Cuvee_Tradition_Organic_Rose_Wine_From_Provence.jpg,0,9.9,,3760104593125,99024946
IGP VAR DOMAINE DE PELISSE - C,3462.8,wine,"Ce vin IGP Var Domaine de Pelisse - C est une merveilleuse harmonie de fruits mûrs et d'épices douces, sublimée par des tannins soyeux. Idéalement associé à des viandes grillées ou des plats mijotés, il ravira les amateurs de saveurs équilibrées et raffinées.","Elegant and mineral-driven, Domaine de Pelisse IGP VAR offers crisp citrus and subtle almond notes, perfect for pairing with bouillabaisse.",https://i.f1g.fr/media/ext/704x396_cropupscale/avis-vin.lefigaro.fr/var/img/176/43776-650x330-barons-de-rothschild-credit-emanuele-scorcelletti.jpg,0,6.1,,3760146021358,99005261
IGP DES MAURES CUVEE ANE VOLAN,2924.4,wine,"Ce vin IGP Des Maures Cuvee Ane Volan est un équilibre subtil entre douceur et complexité, avec des notes de fruits mûrs et une touche minérale. Idéal pour accompagner des grillades ou des fromages fermiers.","Elegant and nuanced, this IGP Des Maures Cuvee Ane Volan offers a harmonious blend of dark berries, spice, and subtle herbal notes. Pair with grilled lamb or hearty cheeses for a sophisticated pairing.",https://www.hachette-vins.com//uploads/media/vinDuJour/0001/16/6212a6cbd2979ef23c081d15dcf25bc83bcc9cd2.png,0,5.2,,3760057981192,99023011
IGP TERRE CAMARGUE ROUGE 75CL,2955.75,wine,"Ce vin rouge IGP Terre Camargue, richement tanné et épicé, dévoile des nuances de fruits roux et de poivre. Idéal avec des viandes rôties ou des fromages fermiers.","""A bold, vibrant red with rich dark fruit notes; pairs beautifully with grilled Provence lamb or hearty stews.""",https://ls.codetech.nl/shops/305710/files/459503832/image.jpg,0,5.3,,3545440110140,29500337
COTES DU RHONE PRESTIGE LE SER,3462.45,wine,"Ce vin élégant, fruité et équilibré,Alliance subtile de mûres noires, épices douces et touches vanille. Accompagne parfaitement les plats raffinés à base de duck ou de viandes rouges.","Côtes du Rhône Prestige Le Ser captivates with its rich bouquet of dark fruits and spice, perfectly paired with red meat or roasted dishes, offering a harmonious blend of elegance and power.",https://www.vignapart.com/2287-superlarge_default/domaine-de-saint-ser-prestige-ros%C3%A9.jpg,0,6.2,,3700025909339,99006929
MAS DE LA DAME LA STELE BLANC,6900.0,wine,"MAS DE LA DAME LA STELE BLANC Un vin blanc raffiné et équilibré, MAS DE LA DAME LA STELE s'ouvre sur des arômes de citron vert et pamplemousse, nuances minérales subtiles, une palette fruitée et acidulée. Idéal pour accompagner des poissons grillés ou des plats à base de fromage frais.","MAS DE LA DAME LA STELE BLANC is a captivating blend of mineral elegance and floral charm, offering notes of citrus and honeysuckle with a refreshing finish. It pairs perfectly with fresh seafood or a delicate cheese platter, evoking a sense of serene sophistication for every occasion.",https://masdeladame.com/wp-content/uploads/2022/03/Stele-Blanc-scaled.jpg,0,12.5,,3464720001001,99016133
AOP CTE RHONE RG JOANNES75,1114.89,wine,"Ce vin AOP Rhône joue une symphonie de fruits noirs et d'arômes épicés, avec des nuances subtiles de cacao et de violette. Idéal pour accompagner un civet de lièvre ou une viande en sauce, il se distingue par sa structure équilibrée et son fruité persistant. Un vin raffiné, à déguster entre 16 et 18 °C, qui s'offre en souvenir d'un terroir magnifique.","A bold Rhone blend with rich dark fruit and spice notes, this wine pairs perfectly with grilled meats and robust dishes.",https://media.carrefour.fr/medias/9d122d8c21e73f768970b7aa530bc131/p_1500x1500/3660989256521-0.webp,0,2.0,,3410280017792,52341010
IGPOC RG O.CAMBRAS CAB SAUV 75,1702.06,wine,"Ce vin est une véritable explosion de fraîcheur et d'intensité, avec des arômes dominants de cassis et de mûre, relevés par des notes subtiles de tabac et de graphite. Son corps ample et son tannin équilibré en font un compagnon idéal pour les viandes rouges ou des fromages comme le Roquefort.","Bold and aromatic, this Cabernet Sauvignon unveils notes of ripe blackcurrant and hints of oak-spice, complementing rich dishes like grilled lamb or steak.",https://drhmarket.fr/31820-large_default/cambras-espagne-merlot-cabernet-sauvignon-rouge-75cl.jpg,0,3.2,,3211203420039,17110890
AOP BOURG.ALIGOTE EX.CLUB 75CL,3470.69,wine,"Ce vin AOP Bourg Aligote ExClub est une véritable explosion de parfums subtils et d'acidité équilibrée, avec des notes de citron vert, de fleurs blanches et d'une délicate minéralité. Sa texture ample et sa vivacité en font un compagnon idéal pour des accords mets-vins raffinés, comme une salade de fruits de mer ou des fromages frais.","Experience the crisp minerality and vibrant acidity of this AOP Bourg Aligoté, a delicate white with subtle citrus notes. Pairs perfectly with scallops or a platter of goat cheese.",https://static.xtrawine.com/images/products/wines/domaine-de-la-roche-aigue-bourgogna-blanc-auxey-duresse-2020_39315_3.png?h=720&format=webp,0,6.5,,3250390167075,52346261
LE GRIS MAS MARIGNAN PRESTIGE,3053.25,wine,"Le Gris Mas Marignan Prestige : Un vin riche et structuré, aux arômes complexes de fruits rouges et d'épices douces. Idéal pour accompagner un civariglare ou des fromages	RTemps clairs, ce vin se dégustera avec une subtilité et un équilibre qui en font une véritable expérience unique, alliant puissance et élégance.","A sophisticated blend of elegance and boldness, LE GRIS MAS MARIGNAN PRESTIGE features notes of citrus and spice, paired perfectly with roasted salmon or creamy seafood bisque.",https://www.petitescaves.com/cdn/shop/files/P4941-2022_360x.jpg?v=1733544814,0,5.8,,3770016080224,99020195
AOP CDR PRESTIGE RG 75CL,1716.9,wine,"Ce vin AOP CDR Prestige est une explosion de parfums intenses et raffinés, avec des notes de cassis, de poivre et d'épices douces. Son équilibre parfait entre puissance et élégance en fait un compagnon idéal pour les viandes rouges ou des fromages comme le Roquefort.","Discover an elegant AOP Côtes du Rhône with rich dark fruit and spice notes, perfectly pairing with roasted meats or aged cheeses for an elevated drinking experience.",https://www.miamland.com/bundles/miamland/images/visuel/3179071000978.webp,0,3.2,,3179071000978,52341245
LE MAS  BLANC MARIGNANE,2544.45,wine,"Un blanc raffiné et complexe, subtil mariage de citrus, de pomme et d'agrumes. Attaque vive, équilibre parfait, notes minérales persistantes. Idéal avec des poissons grillés, des fromages frais ou une salade César.",LE MAS BLANC MARIGNANE is a luminous white wine with notes of citrus blossom and subtle mineral undertones. Its crisp acidity pairs wonderfully with grilled seafood or a vibrant citrus-infused salad. A refreshing yet complex sip that lingers on the palate.,http://www.les-vignerons-du-quercy.com/preview/new2/MAS-BLC.png,0,4.8,,3538650007058,99073088
COTES DU RHONE PERRIN BLANC,5171.73,wine,"Ce vin élégant et complexe, aux arômes fruités et minéraux, ravira les amateurs de vins raffinés. Idéal pour accomagner des sardines grillées ou un fromage de chèvre.","A crisp, mineral-driven white from Cotes du Rhone, with zesty citrus and hints of honey. Perfect for grilled seafood or fresh goat cheese.",https://cdn.vin.co/_clients_folder/perrin/perrin_perrin_reserve_blanc_2011_macro_jpg_18196_1024.jpg,0,9.9,,3296180000177,99005113
IGP MED PLAISIR BLANC,2604.78,wine,"Ce vin éclatant et subtil ravira les amateurs, s'accordant parfaitement avec des poissons grillés ou des fromages frais de provenance méditerranéenne.","Elegant and crisp, this IGP MED PLAISIR BLANC offers vibrant citrus and honey notes, balanced by zesty acidity. Perfect with grilled seafood or light cheeses—its refreshing finish leaves you yearning for more.",https://cdn.vin.co/_clients_folder/2287PY1RJ0/A_Cap_med_Blanc_240124_1706188241_640.jpg,0,5.0,,3760092070110,99035255
VAL DE L'OULE ROUGE SEDUCTION,5184.91,wine,"Ce vin rouge allie l'éclat rubis et la profondeur d'un bouquet envoûtant, révélant des notes de fruits rouges mûrs et une subtilité épicée. Sa bouche ronde et équilibrée se mariera parfaitement avec un confit de canard ou des fromages comme le roquefort.","""A captivating blend of dark fruit and spice, this seductive red tempts the palate with rich layers, pairing perfectly with grilled meats and chocolate.""",https://images.vivino.com/thumbs/Uw0iMXNWQmiYmORCq6-RqA_150x200.jpg,0,10.0,,3435600000049,99088813
AOP MACON VILL.BL EX.CLUB 75CL,4346.73,wine,"Ce vin AOP Maçon Villages séduit par sa délicate complexité et son éclat fruité, idéal pour accompagner des volailles rôties ou des sauces Cream.","This AOP Maçon Villages Blanc offers a harmonious blend of zesty citrus, subtle minerality, and delicate floral notes, complementing dishes like grilled seafood or roasted poultry.",https://drhmarket.fr/42691-medium_default/exp-club-aop-macon-villbl-exclub-75cl.jpg,0,8.4,,3250391325245,52346051
COTES DE PROVENCE DOMAINE LES,5144.1,wine,"Ce vin incite à la dégustation avec ses arômes de lavande et thym, subtils comme un baiser du mistral. Originaire des Cotes de Provence, ce Domaine LES est un équilibre entre puissance et élégance, idéal pour accompagner une viande grillée ou un repas copieux.","A captivating blend of Provence's timeless charm and modern savoir-faire, this rosé dazzles with notes of wild strawberries and subtle herbs,完美paired with grilled chicken or goat cheese.",https://www.vins-breban.com/images/2023/11/13/domaine-de-paris-rose-cotes-de-provence.png,0,10.0,,3760255430058,99087646
COTES DU RHONE SAINTE ROCHE,4512.32,wine,"Ce vin exceptionnel, issu des coteaux de Sainte Roch, allie la douceur d'un terroir caressé par le Mistral et l'audace du syrah. Sa robe grenat profond se mue en bouquet explosant de fruits rouges et de nuances épicées. En bouche, un équilibre subtil entre puissance et élégance séduit les amateurs. Idéal pour accompagner des plats mijotés, comme une daube provençale ou des grillades, ce vin saura mettre en valeur les saveurs raffinées de votre table.","The robust Cotes du Rhone Sainte Roch offers layers of blackberry and plum, accented by subtle spice, ideal for hearty stews and grilled dishes.",https://www.gardine.com/170-large_default/cotes-du-rhone-rouge-chateau-saint-roch.jpg,0,8.8,,3344392118408,99003282
MAS DAME LA GOURMANDE BLANC,4757.5,wine,"Ce MAS DAME LA GOURMANDE BLANC dévoile un éclatant nez de citron vert et de minéralité, avec des nuances de fruits tropicaux et des notes florales subtiles. En bouche, sa structure équilibrée et raffinée se marie parfaitement avec des accords mets-vins comme le soleil de mer ou les fromages doux.","MAS DAME LA GOURMANDE BLANC is a harmonious blend of crisp citrus notes and subtle floral undertones, offering a refreshing yet elegant palate that pairs perfectly with grilled seafood or a light summer salad.",https://www.belvibio.com/1141038-product_hd/vin-la-gourmande-bio-blanc-mas-de-la-dame-75cl.jpg,0,9.3,,3464724307512,99016136
VCE ROUGE VALRIAN 12  1,1116.0,wine,Ce vin rouge raffiné aux arômes intenses de baies sauvages se détache par ses nuances pimentées et son équilibre harmonieux.,"Elegant and robust, this VCE ROUGE VALRIAN 12 offers layers of ripe berries and subtle spices. Pair with grilled lamb or rich cheese for a memorable pairing.",https://drhmarket.fr/45988-large_default/valrian-vce-rouge-12-15l.jpg,0,2.3,,3250391786909,52334210
IGP HERAULT ROSE 75CL,1027.59,wine,"Ce vin rosé IGP Hérault, en 75cl, est un délice aux nuances subtiles et évoluant. Frais, fruité et élégant, il se marie à merveille avec des poissons grillés ou des fromages frais, comme une alliance parfaite entre douceur et dynamisme.","""A captivating blend of juicy strawberry and subtle mineral notes, this IGP HERAULT ROSE pairs perfectly with fresh seafood or a goat cheese salad, offering a crisp, refreshing elegance that lingers.""",https://www.vignapart.com/2287-superlarge_default/domaine-de-saint-ser-prestige-ros%C3%A9.jpg,0,2.1,,3250390145349,52339100
AOP CTE PROV. BERNE GD RECOLTE,5317.06,wine,"Ce vin AOP impressionne par son éclat de fruits mûrs et sa subtilité boisée, fruit d'un savoir-faire millénaire. Idéal pour accompagner des viandes rôties ou des fromages riches, il se démarque par son alliance parfaite entre puissance et élégance.","Elegant and complex AOP wine from Switzerland's Berne region, pairing beautifully with Gruyère cheese and charcuterie.",https://macave.carrefour.fr/processedfiles/cache/detail/uploads/products/sap_1043150.png,0,10.8,,3760033590028,17410177
AOC VENTOUX MOT DEXCUSE 2020 R,3118.2,wine,"Ce vin AOC Ventoux Mot d'Excuse 2020 R est un bouquet éclatant de garrigue et de notes florales, avec une structure riche et une complexité subtile. Idéal pour accompagner des plats mijotés ou des fromages affinés.","""AOC Ventoux Mot D'Excuse 2020 R offers bold flavors of dark berries and spice, paired with grilled meats or hearty stews for a harmonious pairing.""",https://www.vinatis.com/91207-detail_default/orca-2022-marrenon.png,0,6.4,,3760028200314,99035453
AOC CDR RESERVE ROUGE GRAND CH,2439.15,wine,"Robe pourpre intense, ce vin exprime des arômes raffinés de mûre et de cacao, avec une palette épicée subtile. Sa structure veloutée et sa longueur impressionnante en font un compagnon idéal pour les viandes en sauce ou des fromages comme le Roquefort.","AOC Châteauneuf-du-Pape Reserve Rouge offers bold flavors of dark fruit and spice, complementing red meats or hearty stews.",https://chateaubeauchene.com/cdn/shop/products/16.jpg?v=1632406168,0,5.1,,3365385001545,99066251
MAS DE LA DAMELA STELE RGE,8395.0,wine,"Ce MAS DE LA DAMELA STELE RGE est un vin rouge intense et équilibré, avec des nuances de fruits noirs mûrs, de cannelle et d'ambre. Sa texture veloutée et sa finale élégante le rendent parfait pour accompagner une grillade de viande enrobée de lard ou un dessert aux baies rouges.","Opulent and rich, this wine showcases dark fruit notes layered with spice, its velvety tannins pair perfectly with grilled lamb or a robust cheese platter.",https://img.e-boissons.com/picture/product/MDA/les-baux-de-provence-la-stele-rouge-2021-mas-de-la-dame-19604-1-1RCO.png,0,17.4,,3464726107516,99016138
BANDOL DOMAINE L'OLIVETTE ROSE,6764.02,wine,"Ce rosé riche et subtil invite à une explosion aromatique de fruits rouges mûrs (fraises, framboises) et des notes minérales. Sa structure équilibrée, fruitée et nerveuse, se distingue par sa douceur et son acidité vibrante. Idéal avec des plats grillés, des légumes crus ou des viandes blanches enrobées de fines herbes.","A vibrant Provencal rosé with notes of wild strawberries and subtle herbs. Pairs perfectly with grilled chicken or fresh seafood. A crisp, mineral-infused delight for any occasion.",https://www.nicolas.com/medias/mainProductPicture-ProductDetailsPage-ConversionMediaFormat-null?context=bWFzdGVyfGltYWdlc3w5MzI3M3xpbWFnZS9wbmd8YUdJekwyZzVOaTg1T0RBeE9UVTFORGMxTkRnMkwyMWhhVzVRY205a2RXTjBVR2xqZEhWeVpTMVFjbTlrZFdOMFJHVjBZV2xzYzFCaFoyVmZRMjl1ZG1WeWMybHZiazFsWkdsaFJtOXliV0YwWDI1MWJHd3xmNDM5ODJhYjMxOGFmZTg3YWMyMzExYTQyY2QxNGYwOGU0YmM0ODcyZGI1YzMwMjVhZTMxYWVlNGRhMWZhYjNj,0,14.5,,3458301571120,99032689
AOP COST.NIME.RG.E.CLUB 75CL,1661.03,wine,"Découvrez notre AOP Cost Nimé en 75cl : un bouquet subtil de fruits mûrs et d'épices raffinées, avec des nuances de cacao et de tabac doux. Servez-le avec une viande grillée ou des fromages affinés pour une harmonie parfaite.","""A bold, rich red with layers of dark fruit and spice, this AOP wine from France pairs perfectly with grilled lamb or dark chocolate.""",https://media.naturalia.fr/media/catalog/product/cache/92d3ef1420f22584d764d2b01ae36138/3/4/3428820000111.1_1.jpg,0,3.7,,3250390261797,52340033
IGP MED ROSE STUD MIRAVAL,5295.99,wine,"Ce vin rosé élégant, issu de l'IGP Méditerranée, allie des arômes délicats de fruits rouges et une pointe de minéralité. Son palais équilibré, frais et fruité, se mariera parfaitement avec des poissons grillés ou des plats légèrement acidulés.","A captivating rosé from Provence, this wine offers a delicate balance of vibrant fruit notes and crisp acidity, pairing wonderfully with fresh seafood or goat cheese.",https://www.magnumdevin.com/2950-large_default/jeroboam-rose-studio-miraval-igp-mediterranee-2023.jpg,0,11.9,,3296180007794,999221454
